Curriculum ID,Curriculum Title,Domain ID,Domain Description,Active,Date Created,Curriculum Description,Force Incomplete,Item Type,Item ID,Item Revision Date,Revision Number,Item Title,Assignment Type,Initial Period (Item),Initial Number (Item),Initial Basis (Item),Retraining Period (Item),Retraining Number (Item),Retraining Basis (Item),Effective Date,Job Code ID,Job Description,Requirement (Requirements),Initial Period (Requirement),Initial Number (Requirement),Initial Basis (Requirement),Retraining Period (Requirement),Retraining Number (Requirement),Retraining Basis (Requirement),Requirement (Requirement Group),Initial Period (Requirement Group),Initial Number (Requirement Group),Initial Basis (Requirement Group),Retraining Period (Requirement Group),Retraining Number (Requirement Group),Retraining Basis (Requirement Group),Requirement (Group Requirements),Description,Document ID,Document Title,Review Flag,Sub-Curriculum ID,Sub-Curriculum Title,Sub-Curriculum Parent ID,Sub-Curriculum Level
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0068,5/17/2018 10:17 AM America/New York,3,"Procedures for Receipt, Sampling and Disposition of Commodity Using the Stock Locator System",Required,Days,90,Event,Days,730,Event,6/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0032,3/1/2017 12:00 AM America/New York,1,NuGenesis Unify/Vision Scientific Data Management System (SDMS),Required,Days,90,Event,Days,730,Event,3/15/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0073,5/30/2019 07:57 AM America/New York,3,Vendor Lot Procedure,Required,Days,90,Event,Days,730,Event,6/18/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_AUDIT_TQ,5/21/2018 12:00 PM America/New York,3,Auditing Commodities in Supplier Quality,Required,Days,90,Event,,,,6/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-MM_S8300_0066,12/14/2018 10:15 AM America/New York,2,Batch Record Lot Number Assignment Procedures,Required,Days,90,Event,Days,730,Event,1/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0203,2/23/2018 10:08 AM America/New York,2,Material Review Board,Required,Days,90,Event,Days,730,Event,2/28/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-104968,7/24/2019 04:26 PM America/New York,3,Data Reviewing for Incoming Material,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUDIT,PGM-RMT-QASQ_AUDIT: Auditing Commodity Work Orders in SQ,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUTOCL_TQM,PGM-RMT-QASQ_AUTOCL_TQM: Operating Autoclaves found in SQ TQ Module,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0065,5/29/2018 06:59 AM America/New York,2,Operation of Autoclaves in the SQ Laboratories,Required,Days,90,Event,Days,730,Event,6/20/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUTOCL_TQM,PGM-RMT-QASQ_AUTOCL_TQM: Operating Autoclaves found in SQ TQ Module,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_AUTOCLAVE_TQ,8/6/2018 12:00 AM America/New York,3,Operating Autoclaves in IM Qualification Checklist,Required,Days,90,Event,,,,8/22/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUTOCL_TQM,PGM-RMT-QASQ_AUTOCL_TQM: Operating Autoclaves found in SQ TQ Module,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103912,8/2/2018 05:55 PM America/New York,1,Operation of Model 2540E Tuttnauer Autoclave,Required,Days,90,Event,Days,730,Event,8/22/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_AUTOCL_TQM,PGM-RMT-QASQ_AUTOCL_TQM: Operating Autoclaves found in SQ TQ Module,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0023,7/31/2019 04:42 PM America/New York,14,Inspection of Commodities by Supplier Quality,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-103677,7/23/2018 04:57 PM America/New York,1,SRB II Bottle Gauge Measurements,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0039,5/28/2019 10:59 AM America/New York,5,Rocky Mount Medical Parts Program,Required,Days,90,Event,Days,730,Event,6/18/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103504,7/24/2019 04:23 PM America/New York,3,Operation of the SmartScope Optical Comparator with MeasureMind Software,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6114_0081,8/10/2017 12:00 PM America/New York,2,Commodity Retain Sample Procedure,Required,Days,90,Event,Days,730,Event,8/15/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-103678,7/23/2018 05:00 PM America/New York,1,Operation of the OGP Focus Optical Comparator,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0007,2/26/2019 05:26 PM America/New York,2,Significant Figures and Numerical Rounding,Required,Days,90,Event,Days,730,Event,3/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103503,7/23/2018 04:51 PM America/New York,1,Operation of Magna-Mike Thickness Gauges,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103502,7/23/2018 04:49 PM America/New York,1,Operation of the Webscan Trucheck 201-R Bar Code Verifier,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_COMM_TEST,PGM-RMT-QASQ_COMM_TEST: SQ Commodity Testing,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-104002,3/21/2019 08:51 AM America/New York,2,Operation and Maintenance of Micrometers,Required,Days,90,Event,Days,730,Event,3/31/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_CORRUGATE,PGM-RMT-QASQ_CORRUGATE: SQ Corrugate Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_CORRUGATE,PGM-RMT-QASQ_CORRUGATE: SQ Corrugate Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_CORRUGATE_TQ,3/9/2018 12:00 PM America/New York,2,Testing Corrugated Commodities in Supplier Quality,Required,Days,90,Event,,,,3/13/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_IG,PGM-RMT-QASQ_DOC_IG:  Incoming Materials Documentation Training – Instructor Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,SOP,PGM-RMT-QASQ_S6114_0111,8/30/2019 09:52 AM America/New York,4,Good Documentation Practices in Incoming Materials (IM) Lab,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_IG,PGM-RMT-QASQ_DOC_IG:  Incoming Materials Documentation Training – Instructor Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_IG,PGM-RMT-QASQ_DOC_IG:  Incoming Materials Documentation Training – Instructor Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,COURSE,PGM-RMT-QASQ_GDP_SG,1/29/2018 10:50 AM America/New York,1,Good Documentation Practices in Incoming Materials (IM) Lab - Student Guide,Required,Days,90,Event,,,,3/19/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_IG,PGM-RMT-QASQ_DOC_IG:  Incoming Materials Documentation Training – Instructor Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,OJT,PGM-RMT-QASQ_GDP_TQ,3/20/2018 12:00 PM America/New York,2,Good Documentation Practices in Incoming Materials (IM) Lab - Qualification Checklist,Required,Days,90,Event,,,,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_IG,PGM-RMT-QASQ_DOC_IG:  Incoming Materials Documentation Training – Instructor Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,SOP,PGM-RMT-QACQ_S6120_0304,8/8/2019 11:20 AM America/New York,6,Logbook Procedures in the Chemical Quality CQ Laboratories,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_IG,PGM-RMT-QASQ_DOC_IG:  Incoming Materials Documentation Training – Instructor Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,COURSE,PGM-RMT-QASQ_GDP_IG,1/8/2019 12:00 PM America/New York,3,Good Documentation Practices in Incoming Materials (IM) Lab - Instructor Guide,Required,Days,90,Event,,,,1/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_SG,PGM-RMT-QASQ_DOC_SG:  Incoming Materials Documentation Training – Student Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,OJT,PGM-RMT-QASQ_GDP_TQ,3/20/2018 12:00 PM America/New York,2,Good Documentation Practices in Incoming Materials (IM) Lab - Qualification Checklist,Required,Days,90,Event,,,,3/21/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_SG,PGM-RMT-QASQ_DOC_SG:  Incoming Materials Documentation Training – Student Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,SOP,PGM-RMT-QASQ_S6114_0111,8/30/2019 09:52 AM America/New York,4,Good Documentation Practices in Incoming Materials (IM) Lab,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_SG,PGM-RMT-QASQ_DOC_SG:  Incoming Materials Documentation Training – Student Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,COURSE,PGM-RMT-QASQ_GDP_SG,1/29/2018 10:50 AM America/New York,1,Good Documentation Practices in Incoming Materials (IM) Lab - Student Guide,Required,Days,90,Event,,,,3/19/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_SG,PGM-RMT-QASQ_DOC_SG:  Incoming Materials Documentation Training – Student Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,SOP,PGM-RMT-QACQ_S6120_0304,8/8/2019 11:20 AM America/New York,6,Logbook Procedures in the Chemical Quality CQ Laboratories,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DOC_SG,PGM-RMT-QASQ_DOC_SG:  Incoming Materials Documentation Training – Student Guide,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,2/19/2018,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DRAW_SPECTQ,PGM-RMT-QASQ_DRAW_SPECTQ: SQ Drawing and Specifications,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/26/2017,,No,SOP,PGM-RMT-QASQ_S6114_0061,6/6/2019 01:52 PM America/New York,2,"Preparation, Approval, and Use of SQ Testing Forms for Incoming Commodities and Use of Quality Histo",Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DRAW_SPECTQ,PGM-RMT-QASQ_DRAW_SPECTQ: SQ Drawing and Specifications,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/26/2017,,No,OJT,PGM-RMT-QASQ_DRAWSPEC_TQ,6/28/2018 12:00 PM America/New York,2,Drawing and Specifications Task Qualification,Required,Days,90,Event,,,,7/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DRAW_SPECTQ,PGM-RMT-QASQ_DRAW_SPECTQ: SQ Drawing and Specifications,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/26/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0023,7/31/2019 04:42 PM America/New York,14,Inspection of Commodities by Supplier Quality,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DRAW_SPECTQ,PGM-RMT-QASQ_DRAW_SPECTQ: SQ Drawing and Specifications,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/26/2017,,No,COURSE,PGM-RMT-QASQ_SOP-90304,1/22/2019 09:12 AM America/New York,2,Vendor Material Documentation Requirements,Required,Days,90,Event,Days,730,Event,2/6/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DRAW_SPECTQ,PGM-RMT-QASQ_DRAW_SPECTQ: SQ Drawing and Specifications,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/26/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DRAW_SPECTQ,PGM-RMT-QASQ_DRAW_SPECTQ: SQ Drawing and Specifications,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/26/2017,,No,SOP,PGM-RMT-MM_S8300_0066,12/14/2018 10:15 AM America/New York,2,Batch Record Lot Number Assignment Procedures,Required,Days,90,Event,Days,730,Event,1/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_DRAW_SPECTQ,PGM-RMT-QASQ_DRAW_SPECTQ: SQ Drawing and Specifications,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,5/26/2017,,No,SOP,PGM-RMT-QASQ_S6114_0073,5/30/2019 07:57 AM America/New York,3,Vendor Lot Procedure,Required,Days,90,Event,Days,730,Event,6/18/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_FLEX_PLAS,PGM-RMT-QASQ_FLEX_PLAS: IM Flexible Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-102571,9/5/2019 02:32 PM America/New York,4,Operation of the Digimatic Holtest Gauge,Required,Days,90,Event,Days,730,Event,9/24/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_FLEX_PLAS,PGM-RMT-QASQ_FLEX_PLAS: IM Flexible Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-103678,7/23/2018 05:00 PM America/New York,1,Operation of the OGP Focus Optical Comparator,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_FLEX_PLAS,PGM-RMT-QASQ_FLEX_PLAS: IM Flexible Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_FLEX_PLAS,PGM-RMT-QASQ_FLEX_PLAS: IM Flexible Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-OPSV-SOP-107516,6/28/2019 07:41 AM America/New York,1,Use of Laminar Air Flow Hoods and Portable Inspection Booths in Incoming Materials,Required,Days,90,Event,Days,730,Event,7/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_FLEX_PLAS,PGM-RMT-QASQ_FLEX_PLAS: IM Flexible Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-104002,3/21/2019 08:51 AM America/New York,2,Operation and Maintenance of Micrometers,Required,Days,90,Event,Days,730,Event,3/31/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_FLEX_PLAS,PGM-RMT-QASQ_FLEX_PLAS: IM Flexible Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_FLEX_PLAS_TQ,7/16/2019 12:00 PM America/New York,5,IM Flexible Plastic Testing Requirements,Required,Days,90,Event,,,,7/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_FLEX_PLAS,PGM-RMT-QASQ_FLEX_PLAS: IM Flexible Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103504,7/24/2019 04:23 PM America/New York,3,Operation of the SmartScope Optical Comparator with MeasureMind Software,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GDP_NA,PGM-RMT-QASQ_GDP_NA:  Incoming Materials Documentation Training - Non Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,10/11/2018,,No,SOP,PGM-RMT-QASQ_S6114_0111,8/30/2019 09:52 AM America/New York,4,Good Documentation Practices in Incoming Materials (IM) Lab,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GDP_NA,PGM-RMT-QASQ_GDP_NA:  Incoming Materials Documentation Training - Non Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,10/11/2018,,No,SOP,PGM-RMT-QACQ_S6120_0304,8/8/2019 11:20 AM America/New York,6,Logbook Procedures in the Chemical Quality CQ Laboratories,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GDP_NA,PGM-RMT-QASQ_GDP_NA:  Incoming Materials Documentation Training - Non Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,10/11/2018,,No,COURSE,PGM-RMT-QASQ_GDP_SG,1/29/2018 10:50 AM America/New York,1,Good Documentation Practices in Incoming Materials (IM) Lab - Student Guide,Required,Days,90,Event,,,,2/19/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GDP_NA,PGM-RMT-QASQ_GDP_NA:  Incoming Materials Documentation Training - Non Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,10/11/2018,,No,COURSE,PGM-RMT-QASQ_S6114_0010,9/10/2019 11:03 AM America/New York,3,"Standardization of Measurement Instruments, Major Equipment Operation and Measurement Guide",Required,Days,90,Event,Days,730,Event,10/1/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GDP_NA,PGM-RMT-QASQ_GDP_NA:  Incoming Materials Documentation Training - Non Analyst,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,10/11/2018,,No,SOP,PGM-RMT-QASQ_S6114_0076,9/3/2019 10:00 AM America/New York,2,Contract ETO Sterilization and Product Release,Required,Days,30,Event,Days,730,Event,9/24/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GEN_REQ,PGM-RMT-QASQ_GEN_REQ: SQ Department Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0225,5/13/2019 04:52 PM America/New York,2,Logbook Record Documentation,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GEN_REQ,PGM-RMT-QASQ_GEN_REQ: SQ Department Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-MM_S8300_0066,12/14/2018 10:15 AM America/New York,2,Batch Record Lot Number Assignment Procedures,Required,Days,90,Event,Days,730,Event,1/9/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GEN_REQ,PGM-RMT-QASQ_GEN_REQ: SQ Department Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-102260,8/16/2018 04:39 PM America/New York,2,gLIMS Training and Access for Rocky Mount,Required,Days,90,Event,Days,730,Event,8/24/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GEN_REQ,PGM-RMT-QASQ_GEN_REQ: SQ Department Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QATS_S6133_0003,12/12/2017 08:55 AM America/New York,2,General Laboratory Clean Up Procedure,Required,Days,90,Event,Days,730,Event,1/10/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_GEN_REQ,PGM-RMT-QASQ_GEN_REQ: SQ Department Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QACQ_S6120_0305,8/8/2019 11:54 AM America/New York,8,Training Program for the Chemical Quality (CQ) Laboratory,Required,Days,90,Event,Days,730,Event,8/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
